avg_brightness,max_brightness,std_brightness,avg_red,avg_green,avg_blue,green_ratio,yellow_ratio,red_ratio,edge_count,contour_area,hue_mean,saturation_mean,value_mean,label,image_name,label_name
109.8638,252,84.74947581,125.9618,110.4728,64.6405,0.1238,0.1448,0.2221,934,259,28.7541,139.3878,136.4392,1,fbb0ebb5-IMG_3531_4.jpg,red
117.5975,252,74.5030811,141.6052,114.1166,72.2681,0.0683,0.1682,0.3329,866,295.5,33.0727,127.0597,149.8477,1,fc30cc6b-IMG_2858_4.jpg,red
92.0567,248,76.99024669,112.8188,87.437,61.428,0.0833,0.0504,0.2157,1027,168,22.2747,126.463,118.4338,1,fc91c1b5-IMG_2849_1.jpg,red
122.6698,253,81.66249548,137.8615,121.5647,88.4839,0.0563,0.1017,0.2055,1033,173.5,28.6834,116.5577,143.6046,1,fc91c1b5-IMG_2849_3.jpg,red
121.7734,248,72.43754726,141.0847,120.6132,77.2742,0.1394,0.2316,0.2176,829,1137.5,24.6205,125.0417,148.8307,1,fca1fce4-IMG_2770_1.jpg,red
120.2018,253,81.18295065,136.785,120.0417,77.4651,0.1364,0.1291,0.2383,978,1374.5,28.6272,127.1675,147.0495,1,fca1fce4-IMG_2770_2.jpg,red
86.7737,253,81.46224824,102.6591,84.5088,56.9312,0.0747,0.0422,0.2169,860,251.5,27.9761,126.5844,109.7733,1,fcf13a2d-IMG_2705_0.jpg,red
99.8388,252,75.78736844,124.9456,96.6595,50.4196,0.1449,0.1504,0.2817,839,84.5,21.8588,150.8481,135.5854,1,fd83e3b1-IMG_3760_2.jpg,red
103.4523,253,81.4730147,122.8542,102.7405,56.4506,0.1054,0.1323,0.2443,778,107.5,28.7194,148.3953,133.2701,1,fdc81548-IMG_3175_4.jpg,red
126.0607,253,82.24438106,141.6326,127.5632,77.623,0.1514,0.1865,0.2346,705,1083,30.399,129.0572,153.3575,1,fde0a0b0-IMG_3457_0.jpg,red
112.4879,252,83.59364601,129.2555,111.8867,71.7101,0.1446,0.0947,0.2436,951,231,29.4448,133.9336,140.087,1,fde0a0b0-IMG_3457_3.jpg,red
111.203,250,75.36471582,131.7477,109.6613,65.3124,0.1,0.1978,0.2519,735,245,26.9382,129.3632,139.3104,1,fe07c04d-IMG_3581_1.jpg,red
102.3674,253,81.12500735,117.0703,102.7044,62.6849,0.1045,0.1128,0.2068,906,459.5,31.7185,120.6577,126.4238,1,fee34340-IMG_3564_2.jpg,red
130.7408,252,77.95287304,148.7382,131.6974,78.5709,0.1457,0.1866,0.2285,967,160,28.1947,138.4424,159.8812,1,ff30f887-IMG_3680_3.jpg,red
103.6457,253,86.38029388,118.6231,103.7695,63.8844,0.1473,0.0774,0.217,902,179.5,30.6119,131.0283,130.2509,1,ffd73f2a-IMG_3225_0.jpg,red
149.3044,254,75.38991007,162.5026,150.065,110.6345,0.2064,0.1449,0.2045,1052,1250.5,30.7296,97.5083,175.643,0,0016e463-IMG_2594_0.jpg,off
147.0969,254,70.74802549,162.3726,147.9616,102.6287,0.2353,0.1776,0.2243,968,435,28.8771,106.3036,175.5273,0,0016e463-IMG_2594_3.jpg,off
130.0829,252,77.61412518,142.4748,131.9227,88.1813,0.2084,0.1753,0.1989,922,633.5,31.8756,102.1605,155.8965,0,00af4eff-IMG_3548_1.jpg,off
133.7572,252,74.63716131,146.4319,135.8588,89.9399,0.2166,0.182,0.2163,1009,970,31.129,107.3135,160.6621,0,0168fade-IMG_3738_3.jpg,off
121.5151,254,79.78395435,137.5843,120.9121,82.5278,0.1397,0.1677,0.2017,895,223,29.8199,95.7561,146.4407,0,021c4fab-IMG_3129_0.jpg,off
119.6356,253,84.16160534,134.1562,119.3472,83.2703,0.1774,0.1059,0.1917,1013,213.5,23.9462,97.977,144.6881,0,0245ad3c-IMG_3448_2.jpg,off
138.5454,253,72.15493149,151.9782,139.2603,99.6697,0.2461,0.1424,0.2027,1002,168.5,28.0288,100.2798,163.6166,0,024f9861-IMG_2533_0.jpg,off
90.8627,250,68.31679917,114.5616,86.6059,50.8268,0.2125,0.0635,0.1993,868,688,19.3693,143.9521,123.4697,0,02a1f5e5-IMG_3349_1.jpg,off
122.3255,253,82.562169,132.613,122.9978,92.0322,0.1699,0.0907,0.1693,1018,575,32.6054,82.7609,143.2486,0,02ce9f69-IMG_2586_1.jpg,off
129.6626,254,64.8850704,162.5033,122.191,81.7631,0.1332,0.166,0.3827,957,473.5,23.7365,123.0772,170.7237,0,02f42669-IMG_2657_2.jpg,off
119.9967,253,80.78379472,134.301,120.4201,80.412,0.1999,0.1291,0.2079,875,108,26.9682,105.7795,146.9275,0,03a08d69-IMG_3104_3.jpg,off
130.8489,253,80.64538715,144.0155,132.2759,89.0352,0.2246,0.1259,0.2125,962,1194.5,30.9541,106.3121,158.2183,0,03aa6d3e-IMG_3244_0.jpg,off
122.9471,253,77.82671586,138.2981,123.8802,78.1681,0.2358,0.1558,0.2274,985,133,29.1595,114.8738,152.5325,0,03aa6d3e-IMG_3244_2.jpg,off
112.7807,253,80.24632457,124.5724,114.0732,75.4609,0.2118,0.1225,0.2108,909,156.5,29.4877,103.3911,138.1265,0,043e246f-IMG_3539_1.jpg,off
141.8356,250,54.20863928,175.8043,134.0711,92.5693,0.1989,0.127,0.3595,634,113,20.5952,130.7372,185.6543,0,04a2c920-IMG_3391_1.jpg,off
128.3537,253,78.01228875,144.898,128.3654,85.138,0.2087,0.1217,0.2605,902,187,30.3727,112.2861,158.8925,0,04cef549-IMG_3550_2.jpg,off
83.154,253,80.48833632,89.2292,84.6486,60.0735,0.0972,0.1054,0.0879,729,224,31.8302,61.1441,96.4774,0,051b6123-IMG_3062_3.jpg,off
109.6682,253,80.20059669,126.166,107.9258,76.0279,0.1526,0.0862,0.2434,838,158.5,31.4721,94.3035,136.7104,0,0563ae7f-IMG_3049_3.jpg,off
103.9878,253,79.06908404,124.6959,101.3111,63.8435,0.1168,0.1374,0.2509,772,124.5,26.0512,104.6753,133.1519,0,05b562fe-IMG_3113_0.jpg,off
121.0711,253,79.99191237,136.1338,122.2053,75.9684,0.232,0.1516,0.227,895,90,28.4378,113.9485,151.5521,0,05c4dc23-IMG_3217_1.jpg,off
124.3559,252,83.20291482,138.1998,123.9594,90.4847,0.1287,0.1081,0.1797,665,123,26.0235,87.3272,147.1955,0,05c4dc23-IMG_3217_3.jpg,off
132.6896,254,83.1307756,144.2131,133.028,100.6998,0.1656,0.108,0.1747,1222,155.5,29.9576,89.8931,154.9643,0,05c6ef62-IMG_2596_0.jpg,off
120.7074,253,84.70086295,132.174,120.6704,91.0999,0.1672,0.0819,0.1973,913,107,29.8777,86.5811,142.9668,0,05c6ef62-IMG_2596_2.jpg,off
139.8066,253,78.33592532,153.5313,140.3203,101.2629,0.2016,0.1427,0.2185,1044,685.5,27.5668,95.9487,165.2461,0,05c6ef62-IMG_2596_3.jpg,off
154.7971,254,77.00398127,164.8833,155.7977,123.1322,0.161,0.0989,0.1757,1374,1350,33.9742,83.8044,176.6721,0,05ca91dd-IMG_2630_4.jpg,off
125.4378,253,77.94012786,140.5648,126.1088,82.3152,0.2337,0.1527,0.2262,876,133,28.383,113.4244,154.6496,0,05e5adca-IMG_3529_0.jpg,off
121.5775,251,71.73532598,140.7084,123.0114,64.026,0.2932,0.153,0.1934,1003,107.5,26.2818,152.0849,154.1871,0,05f93840-IMG_3324_1.jpg,off
143.427,253,78.86014628,154.7327,144.3716,108.82,0.1844,0.0964,0.1836,1085,269.5,31.2988,90.8796,166.4043,0,07526e61-IMG_2584_1.jpg,off
137.4572,253,78.74486757,149.0329,137.5329,106.7098,0.1826,0.0673,0.1931,963,295,29.6105,86.202,160.0839,0,07526e61-IMG_2584_2.jpg,off
128.209,253,69.33835532,141.3467,129.3522,87.9159,0.2195,0.211,0.2131,1149,499,30.1353,97.5302,152.9525,0,07526e61-IMG_2584_3.jpg,off
127.8271,254,68.99889713,148.5638,123.8538,93.3634,0.1464,0.0844,0.2766,909,119,30.7126,88.1768,156.7322,0,07fa9495-IMG_2866_2.jpg,off
115.5613,253,80.84794396,128.8613,116.4038,76.4254,0.2455,0.0953,0.2186,924,146,28.7704,114.4477,144.578,0,080abf8e-IMG_3221_1.jpg,off
137.0784,253,79.00082185,149.1634,138.6002,97.6081,0.1745,0.1659,0.1852,937,547.5,33.2403,95.7569,160.9283,0,0810fda4-IMG_3472_1.jpg,off
147.4892,247,55.73499694,173.3386,143.8733,98.1635,0.2114,0.207,0.2611,666,219,22.0125,120.54,183.4775,0,082523ce-IMG_3394_1.jpg,off
125.8787,253,80.52370326,139.1484,126.9385,85.7332,0.2223,0.1385,0.2083,892,141,28.7471,106.0172,152.3276,0,090be1e5-IMG_3532_0.jpg,off
116.2726,253,76.48063343,141.0674,111.4377,76.5563,0.0904,0.1286,0.2851,800,563,28.6388,98.9903,147.7867,0,095e0c68-IMG_3121_4.jpg,off
103.8253,253,83.16296519,117.9088,103.7128,67.7839,0.2004,0.0733,0.2259,902,114.5,28.5227,111.3343,132.5713,0,0972e8b3-IMG_3220_2.jpg,off
107.6907,253,81.59579054,123.417,106.4156,73.176,0.1931,0.0738,0.2377,953,173.5,25.8704,108.9463,136.4397,0,0972e8b3-IMG_3220_3.jpg,off
134.7029,254,78.85178775,146.9608,135.1597,100.3789,0.1753,0.1239,0.1933,1005,454,30.4522,90.0816,157.3563,0,0a6eb1a4-IMG_2634_3.jpg,off
140.3759,253,72.23660152,153.9687,142.5735,93.4658,0.2429,0.208,0.2144,892,151.5,30.0034,110.8034,168.3828,0,0a913b28-IMG_3543_1.jpg,off
150.6811,252,78.60184478,161.9399,153.1425,108.5924,0.188,0.1723,0.1737,841,169,29.4018,96.6436,174.168,0,0b6da8b1-IMG_3108_1.jpg,off
130.0128,252,74.70518882,143.3333,132.0202,84.7951,0.2159,0.1908,0.1955,866,125.5,27.8119,109.5477,157.2744,0,0b6da8b1-IMG_3108_2.jpg,off
134.9632,254,79.31053175,149.0441,136.4762,90.316,0.2462,0.1513,0.213,952,86,30.1503,110.2521,164.1609,0,0b9448f3-IMG_3066_1.jpg,off
134.9369,253,76.28131959,146.5467,135.0747,103.8134,0.195,0.0713,0.1984,1072,145.5,30.3005,90.0804,158.2193,0,0bbf203f-IMG_2577_3.jpg,off
118.4394,252,69.09008994,147.5269,112.2538,74.1709,0.1929,0.1168,0.3044,773,512,19.9471,122.2884,157.703,0,0bdef63c-IMG_3721_1.jpg,off
151.4297,254,71.21536392,166.3665,152.4463,107.108,0.2097,0.2323,0.2109,975,503,26.7699,100.7613,178.7974,0,0be29b85-IMG_2810_1.jpg,off
128.9363,254,80.32735924,142.6354,129.1586,91.7683,0.2339,0.0833,0.2318,1007,182,29.0706,107.1623,156.5435,0,0c0075ba-IMG_2667_4.jpg,off
137.9992,253,75.89350169,151.567,137.8382,103.2509,0.21,0.1015,0.2265,871,127,28.1274,95.8357,163.2793,0,0d8eea97-IMG_2728_2.jpg,off
147.5807,254,78.05826726,159.6198,147.1766,118.0162,0.1374,0.1018,0.1731,1251,379.5,26.901,82.6742,167.4869,0,0dd169e4-IMG_2690_1.jpg,off
140.1001,253,75.22641345,152.0648,140.2081,108.1702,0.2137,0.069,0.207,1179,319.5,29.2575,92.9396,164.3313,0,0efc92d0-IMG_2534_0.jpg,off
129.4488,253,46.94932778,167.8538,119.2905,81.0206,0.1546,0.1189,0.5178,783,100,21.9241,131.3903,176.6158,0,0fc4a259-IMG_2755_3.jpg,off
97.6025,229,71.72003969,120.5694,93.818,56.9996,0.1937,0.1058,0.1819,914,113,18.7554,132.5979,129.677,0,0ff0fab9-IMG_3748_1.jpg,off
136.8426,252,78.96311813,152.9462,137.3001,92.3968,0.1823,0.1574,0.2251,1042,200.5,26.4215,106.8396,164.9935,0,0ff0fab9-IMG_3748_3.jpg,off
151.5029,253,76.99818174,175.4354,147.8644,107.381,0.1012,0.1804,0.2967,931,3171,25.5235,108.0052,182.3982,0,10126568-IMG_3390_3.jpg,off
121.266,253,81.64594567,137.2607,121.0658,80.5693,0.2024,0.1296,0.2142,1054,183,24.5873,108.8815,149.194,0,10159a51-IMG_3361_3.jpg,off
109.8254,250,72.49874837,136.3746,104.3542,68.6029,0.1669,0.0983,0.2116,879,237,18.1818,122.4474,143.7804,0,10159a51-IMG_3361_4.jpg,off
124.47,253,82.97942335,136.5371,126.2323,84.076,0.189,0.1484,0.1932,949,154,31.7512,100.1086,149.1123,0,10ae469f-IMG_3138_2.jpg,off
133.5852,253,78.47142372,149.6293,133.9289,89.8912,0.2031,0.1736,0.2466,962,284,29.4437,105.7949,162.3247,0,10ae469f-IMG_3138_4.jpg,off
121.826,251,77.57946715,138.392,122.27,76.0967,0.2808,0.0767,0.2655,851,104.5,28.245,127.4929,155.9437,0,113115bb-IMG_3155_0.jpg,off
129.7984,252,79.06700929,148.2157,128.434,88.6465,0.1591,0.1353,0.1829,1092,104,23.9257,101.6212,157.0792,0,1146ebbb-IMG_2793_1.jpg,off
130.8485,251,75.6112594,145.8733,130.9617,90.8703,0.2734,0.0976,0.2466,1050,157.5,28.2996,110.5589,160.8841,0,12aaa49c-IMG_2561_1.jpg,off
129.8166,253,77.78320747,145.8211,129.8092,87.9429,0.2605,0.1033,0.2455,1014,130.5,28.262,112.9945,160.2692,0,12aaa49c-IMG_2561_2.jpg,off
131.0158,252,57.38802097,170.562,121.1484,78.123,0.2152,0.0955,0.4105,801,147,20.4511,140.1729,181.5605,0,1306abb7-IMG_3369_3.jpg,off
137.9887,253,74.77559878,152.5518,139.2172,93.707,0.1885,0.2229,0.2063,791,168.5,26.9423,98.0105,164.0608,0,13607098-IMG_3280_2.jpg,off
115.6292,253,84.36904472,129.3494,115.5808,80.1592,0.1675,0.1168,0.1969,982,159.5,26.1462,95.3719,140.5373,0,137678ae-IMG_3218_2.jpg,off
134.1059,252,72.72042413,153.4133,133.8966,84.7015,0.1909,0.2113,0.2566,729,106.5,26.6009,111.932,166.3552,0,137678ae-IMG_3218_3.jpg,off
110.4911,253,83.29228488,126.2704,111.0512,66.1884,0.1943,0.1281,0.2329,1066,127,30.6682,114.6665,141.1042,0,146456d7-IMG_3065_1.jpg,off
134.6161,254,80.65348176,151.7781,135.2132,86.4268,0.2327,0.1521,0.2366,1032,128,28.8142,117.3515,167.2509,0,146456d7-IMG_3065_3.jpg,off
133.441,253,75.74796049,148.8452,135.449,82.4788,0.248,0.1857,0.2269,985,740.5,30.9675,118.918,165.2924,0,146456d7-IMG_3065_4.jpg,off
147.9822,253,71.4729717,161.6547,149.0807,106.5052,0.2051,0.2144,0.2008,803,127.5,25.8637,98.5459,172.8531,0,14731f93-IMG_3398_2.jpg,off
92.5921,250,68.87323223,118.516,87.6683,50.1008,0.2042,0.0984,0.2092,967,443,18.7437,144.0295,127.3097,0,14a155cc-IMG_3688_0.jpg,off
110.8373,252,77.21036348,126.3901,110.0501,74.346,0.1661,0.1178,0.1854,916,855,24.9447,99.4356,136.1253,0,15229fc6-IMG_3255_1.jpg,off
118.6653,253,83.48055867,130.2139,119.9326,82.0021,0.2039,0.1173,0.1837,938,165.5,30.3082,101.0517,143.6739,0,15497fe1-IMG_3186_3.jpg,off
119.3642,253,77.4591296,135.6009,118.7185,80.672,0.1886,0.1045,0.2515,955,412,30.4996,101.9052,148.3525,0,1715f4d1-IMG_3302_2.jpg,off
126.0019,252,80.50491598,141.9386,126.0831,83.7143,0.248,0.0649,0.2527,802,95.5,28.3615,118.4402,158.1587,0,1746d1e0-IMG_3153_0.jpg,off
133.3527,253,78.63480847,145.1993,135.0909,93.4922,0.1692,0.1877,0.1818,1056,265.5,32.7606,96.7353,156.835,0,17697490-IMG_3478_1.jpg,off
134.5277,252,76.06007384,148.3936,135.718,92.4491,0.1885,0.1341,0.2132,908,614.5,32.4637,100.0213,161.4265,0,17697490-IMG_3478_2.jpg,off
123.3993,250,76.4628175,142.2316,123.8077,72.0963,0.2773,0.1246,0.2705,867,43.5,26.8068,132.7328,158.4306,0,1807750e-IMG_3683_2.jpg,off
130.98,253,77.98714253,150.495,129.2258,89.004,0.2121,0.1064,0.2644,987,261.5,24.0705,115.9708,163.1147,0,1864c2f9-IMG_3341_2.jpg,off
103.3318,253,84.11009517,116.0589,103.258,70.5921,0.1763,0.0868,0.1876,768,78.5,28.5893,93.0251,126.6945,0,187e0013-IMG_3044_1.jpg,off
121.3148,252,82.9792221,133.5372,122.7143,82.6576,0.1737,0.122,0.1858,915,438.5,33.0437,92.3844,145.4518,0,18d70f3e-IMG_3143_2.jpg,off
127.6074,253,77.31637902,144.0222,128.2911,81.2354,0.2722,0.1193,0.2509,773,50.5,29.237,121.4076,160.7767,0,19236e9e-IMG_3069_1.jpg,off
118.1767,253,80.11709229,132.3559,118.622,78.601,0.2413,0.0638,0.2411,757,76.5,29.9746,112.1257,148.5751,0,19236e9e-IMG_3069_2.jpg,off
127.7039,254,82.79682134,140.9531,128.7743,87.5588,0.2246,0.0927,0.2151,905,92.5,30.8074,108.2417,156.5884,0,19236e9e-IMG_3069_3.jpg,off
114.1349,253,84.82229838,127.7321,114.8626,74.9611,0.2176,0.0857,0.2281,1029,162,32.1601,109.4475,143.5057,0,19236e9e-IMG_3069_4.jpg,off
159.5121,252,51.60063424,172.7537,160.702,118.4839,0.1853,0.2077,0.2218,676,160,28.0906,96.4755,184.2058,0,199d94f6-IMG_3400_3.jpg,off
127.5683,253,77.24765068,139.4123,128.6848,90.9196,0.1828,0.1289,0.178,968,891,29.6902,89.5915,150.3484,0,19c8f2f1-IMG_2678_1.jpg,off
141.1759,253,75.23736412,158.4744,142.4654,89.2229,0.2381,0.195,0.238,892,1178,27.2891,122.2468,173.7313,0,1a056c62-IMG_3317_2.jpg,off
136.3811,253,78.16429788,150.6573,137.391,93.7284,0.2289,0.1162,0.2298,1011,189,29.5854,112.4198,165.9476,0,1a056c62-IMG_3317_3.jpg,off
127.6102,252,74.92447968,142.6756,128.6189,82.841,0.2686,0.1001,0.2626,865,121,30.2921,123.1025,160.5264,0,1a056c62-IMG_3317_4.jpg,off
99.3758,254,83.46750131,108.6938,101.325,65.258,0.1952,0.09,0.1768,796,76.5,35.3453,98.9917,123.5447,0,1a074535-IMG_3031_3.jpg,off
138.8322,253,73.54941497,154.8037,137.804,102.3707,0.1967,0.1331,0.2554,1149,217.5,27.8153,99.5004,165.6573,0,1a11e234-IMG_3030_2.jpg,off
132.5334,254,71.79800752,141.711,135.3392,93.7132,0.256,0.1626,0.1621,955,598.5,32.308,91.9331,156.7142,0,1a59bcb7-IMG_2799_1.jpg,off
122.7154,253,76.61381862,141.1238,120.7617,84.4681,0.2065,0.1203,0.2346,877,322.5,23.6525,105.7429,151.8305,0,1aae26eb-IMG_2898_2.jpg,off
132.6315,253,80.06962538,147.7259,133.8514,86.9409,0.2162,0.1532,0.2276,890,121,29.1422,111.1651,162.2303,0,1ac5c9a5-IMG_3227_3.jpg,off
127.9716,252,75.62819311,144.0437,127.6946,87.3189,0.2509,0.1069,0.243,874,166.5,26.8202,111.4399,157.5015,0,1b1e47fd-IMG_2544_2.jpg,off
123.7614,252,73.65461608,136.9628,123.9416,88.1468,0.2614,0.1072,0.231,831,84,28.2348,105.2602,150.4039,0,1b1e47fd-IMG_2544_3.jpg,off
124.4853,253,82.0349388,133.9795,126.3005,90.268,0.1478,0.1593,0.1381,914,302.5,33.8376,81.4422,143.3882,0,1ba29424-IMG_3048_0.jpg,off
155.2581,253,47.27059006,166.491,157.9163,111.9817,0.2159,0.2686,0.2187,512,71,30.1876,101.3039,179.8983,0,1d0f0886-IMG_3413_4.jpg,off
124.3761,254,76.1740182,137.5528,124.8281,87.4176,0.1822,0.1413,0.2035,809,144.5,28.4725,103.9331,150.1329,0,1d57d46b-IMG_3231_2.jpg,off
133.6637,238,64.35315223,163.3911,127.3389,88.4785,0.1555,0.1564,0.3045,804,578.5,18.7423,123.2504,170.9954,0,1dd59312-IMG_3406_1.jpg,off
128.0744,251,76.79091004,143.7502,128.0105,87.3137,0.2573,0.0991,0.247,924,158.5,28.1921,113.3613,157.9145,0,1e222f4a-IMG_2548_1.jpg,off
122.0251,252,77.18519981,137.4332,121.5193,84.2006,0.2602,0.0816,0.2474,724,122.5,26.8223,111.4137,150.9728,0,1e222f4a-IMG_2548_2.jpg,off
141.355,253,69.69775588,157.2828,142.2956,94.788,0.2827,0.2088,0.2441,977,588,27.6627,113.7524,170.1763,0,1e222f4a-IMG_2548_4.jpg,off
135.2144,253,80.27503119,147.6897,136.809,94.3646,0.1796,0.1876,0.1905,995,408.5,32.7426,98.8245,159.5458,0,1e522d30-IMG_3469_1.jpg,off
139.8123,253,73.77825471,154.3762,141.4129,93.4393,0.2475,0.2114,0.2247,1009,1128,28.2914,107.0727,167.678,0,2008f39e-IMG_2571_4.jpg,off
148.346,254,76.96931261,157.1269,149.3203,120.2217,0.154,0.0741,0.1552,1252,1428,32.3295,75.5516,167.2147,0,2151d875-IMG_2628_4.jpg,off
139.4624,254,73.69689265,156.5977,138.1135,101.1986,0.1941,0.112,0.2591,882,307.5,30.1627,96.4563,167.7958,0,2275151f-IMG_2751_2.jpg,off
135.2856,253,76.74701709,147.0819,137.7078,92.2219,0.2024,0.1885,0.1755,667,166.5,30.8593,99.2978,160.059,0,2306fee5-IMG_3110_2.jpg,off
139.8907,252,74.24505609,154.2149,141.4855,94.2604,0.2299,0.1876,0.2217,904,112,29.424,112.962,168.5525,0,232e7b9d-IMG_3525_0.jpg,off
152.1507,253,78.96995751,163.5342,153.6047,114.7761,0.1431,0.1697,0.17,906,709.5,29.3175,89.3948,172.8022,0,23b40fa6-IMG_3205_2.jpg,off
115.0727,252,85.6279558,125.486,116.5704,80.6461,0.1656,0.0988,0.1646,1003,217.5,33.0041,88.6249,136.5683,0,25367e80-IMG_3140_2.jpg,off
123.5689,253,79.61690432,140.3306,123.1315,82.2651,0.1628,0.1653,0.2376,946,339.5,29.6902,101.4632,150.5217,0,25367e80-IMG_3140_4.jpg,off
107.603,251,75.0756751,127.7957,105.5981,64.753,0.2609,0.0846,0.2518,725,229.5,24.4958,134.4305,141.1935,0,25a23eb3-IMG_3438_2.jpg,off
136.2919,253,75.82195523,150.6898,137.7895,90.8542,0.2465,0.1394,0.2407,995,723.5,29.6972,115.9709,166.6041,0,25a5d7d3-IMG_3310_2.jpg,off
124.996,252,80.86570586,137.7603,126.708,82.5727,0.2317,0.1303,0.2257,978,127.5,31.2921,113.297,153.3335,0,25a5d7d3-IMG_3310_4.jpg,off
161.7397,252,58.69346083,178.1887,162.2313,116.1759,0.1934,0.2605,0.2108,758,118.5,27.4789,101.6682,189.0508,0,2671eb99-IMG_2811_0.jpg,off
114.3575,253,86.01056152,123.1504,115.6125,85.2074,0.1231,0.1314,0.1242,925,558,32.3467,74.8921,131.5956,0,26725141-IMG_3046_1.jpg,off
120.8283,253,83.27014242,133.1547,121.3398,86.404,0.159,0.0955,0.1974,930,669.5,31.9067,91.6139,144.6569,0,26725141-IMG_3046_3.jpg,off
133.4168,252,79.62794282,146.0959,135.2053,91.2126,0.1873,0.1958,0.1835,896,221,26.7655,95.5027,157.6891,0,268fd8ce-IMG_3283_2.jpg,off
140.6659,252,70.70712607,154.6736,141.9186,97.7714,0.1741,0.2008,0.1998,803,134,26.6438,98.4624,166.0333,0,268fd8ce-IMG_3283_3.jpg,off
126.5216,253,77.42750114,142.0332,127.2842,82.0243,0.2223,0.1544,0.2402,974,123.5,28.6632,115.1437,156.6601,0,271e2b5d-IMG_3169_1.jpg,off
136.3111,252,82.62426712,149.9901,137.6235,93.6069,0.1843,0.1817,0.2201,986,677,29.8114,105.26,163.0862,0,27554f31-IMG_3192_0.jpg,off
115.9063,253,84.72053187,125.7578,117.8586,80.2989,0.1712,0.1261,0.1631,1034,125.5,32.5167,91.3868,137.8416,0,27554f31-IMG_3192_2.jpg,off
132.4409,252,79.55906552,144.617,134.6067,89.6407,0.2147,0.1616,0.1888,900,131.5,30.6575,106.5526,158.6667,0,27554f31-IMG_3192_3.jpg,off
146.6469,252,79.28592196,157.8411,148.9481,105.3229,0.1873,0.1617,0.1702,879,347,32.438,97.1789,169.6417,0,28491f09-IMG_3461_1.jpg,off
124.3596,252,81.70496244,138.7599,124.8683,84.2411,0.2123,0.1455,0.231,1040,153.5,27.4292,110.0326,153.0779,0,28905614-IMG_3184_1.jpg,off
143.1871,253,73.90424273,157.2378,145.0018,97.0812,0.2341,0.195,0.2332,952,183,27.9152,111.2008,172.3984,0,28906a8d-IMG_3096_0.jpg,off
126.8289,253,83.78069363,139.3035,128.119,87.6391,0.1744,0.1459,0.1791,1008,149,26.9964,95.2095,150.9757,0,28906a8d-IMG_3096_2.jpg,off
111.7969,253,81.46570843,123.9459,112.6761,75.5742,0.1869,0.1345,0.1753,977,139,27.4709,101.0415,135.6757,0,28906a8d-IMG_3096_3.jpg,off
124.0688,253,75.35391872,137.689,125.3648,81.8404,0.2082,0.157,0.2157,908,551,31.8809,104.9687,151.3282,0,289c2bce-IMG_3555_1.jpg,off
138.238,253,73.32540185,155.5161,138.8113,90.0872,0.2129,0.1573,0.2709,931,263.5,30.0345,114.7036,170.3863,0,289c2bce-IMG_3555_2.jpg,off
123.5428,253,73.46054566,142.7607,122.9492,76.174,0.2846,0.0557,0.2983,654,60,28.1277,132.0899,160.8335,0,28a8f2c5-IMG_3154_1.jpg,off
170.1961,252,50.98976804,185.2319,171.9275,121.7853,0.2217,0.2604,0.2267,650,119,28.373,101.0796,198.2186,0,28bbff36-IMG_3276_4.jpg,off
141.3023,254,80.84911944,157.032,140.1297,106.1247,0.1562,0.105,0.2224,997,277.5,25.0663,92.5509,165.6034,0,295b7274-IMG_2671_2.jpg,off
129.6723,253,80.83339602,142.9923,130.5192,90.4336,0.194,0.1147,0.1942,1029,243.5,28.9117,101.1742,155.2339,0,2a17e9b5-IMG_3248_2.jpg,off
126.708,250,74.9210914,145.0309,126.0715,81.9622,0.1925,0.1701,0.1835,1016,213,23.9251,114.9705,155.0533,0,2a17e9b5-IMG_3248_3.jpg,off
120.1663,253,81.53481492,133.8337,120.9653,80.6418,0.1823,0.1707,0.2014,848,215.5,27.5092,100.4311,145.5384,0,2a3f1cf8-IMG_3171_1.jpg,off
98.4873,253,79.9085292,109.3368,99.3506,66.244,0.1719,0.101,0.1751,930,1088,29.8811,90.7147,120.8446,0,2a3f1cf8-IMG_3171_2.jpg,off
141.5831,253,73.61174699,158.2585,142.7586,91.9574,0.2747,0.1861,0.2435,817,88,27.6847,120.1536,173.8466,0,2a4a10d5-IMG_3085_3.jpg,off
136.7503,254,81.55920518,146.3352,138.1677,104.2375,0.1641,0.1241,0.1498,1294,357,33.5781,83.3188,157.6793,0,2a8e403a-IMG_2600_0.jpg,off
128.2229,253,81.19327691,140.0601,129.405,91.3741,0.1813,0.1077,0.192,1047,1234,31.2879,95.6042,152.2517,0,2a9f7d40-IMG_3262_2.jpg,off
128.3686,253,76.83640891,143.9662,128.8111,85.0731,0.2386,0.1396,0.2412,929,124,28.1844,116.4295,158.5009,0,2b2c7968-IMG_3359_2.jpg,off
117.4332,251,76.01363389,136.4371,115.9799,75.2762,0.232,0.1167,0.249,890,114,24.5135,120.2909,149.2075,0,2b2c7968-IMG_3359_3.jpg,off
90.8711,250,69.10853554,114.685,86.2911,52.2273,0.1889,0.0616,0.1921,758,58,18.9496,136.0394,122.3788,0,2b2c7968-IMG_3359_4.jpg,off
134.4091,253,80.31608766,149.2794,135.2471,91.2243,0.1808,0.1897,0.2114,979,146.5,26.4675,104.8831,161.4772,0,2b96d723-IMG_3098_2.jpg,off
131.162,253,77.0712317,149.3646,132.3224,77.4385,0.2689,0.1461,0.2591,881,178.5,28.3652,131.4459,167.4026,0,2baae113-IMG_3335_0.jpg,off
